pos;name;pais1;pais2;num;edad;team_name
Portero;Fran González;España;;1;24/06/2005;real_madrid_b_castilla_
Portero;Sergio Mestre;España;;25;13/02/2005;real_madrid_b_castilla_
Portero;Guille Súnico;España;;13;09/01/2004;real_madrid_b_castilla_
Defensa central;Víctor Valdepeñas;España;;3;20/10/2006;real_madrid_b_castilla_
Defensa central;Joan Martínez;España;;15;20/08/2007;real_madrid_b_castilla_
Defensa central;Diego Aguado;España;;21;07/02/2007;real_madrid_b_castilla_
Defensa central;Lamini Fati;España;Guinea-Bissau;23;18/04/2006;real_madrid_b_castilla_
Defensa central;Mario Rivas;España;;4;16/03/2007;real_madrid_b_castilla_
Lateral izquierdo;Manu Serrano;España;;5;20/03/2004;real_madrid_b_castilla_
Lateral izquierdo;Liberto Navascués;España;;32;15/03/2007;real_madrid_b_castilla_
Lateral derecho;David Jiménez;España;;2;14/03/2004;real_madrid_b_castilla_
Lateral derecho;Jesús Fortea;España;;17;26/03/2007;real_madrid_b_castilla_
Pivote;Cristian Perea;España;Colombia;6;17/08/2005;real_madrid_b_castilla_
Mediocentro;Jorge Cestero;España;;14;24/03/2006;real_madrid_b_castilla_
Mediocentro;Manuel Ángel;España;;8;15/03/2004;real_madrid_b_castilla_
Mediocentro;Roberto Martín;España;;28;12/08/2006;real_madrid_b_castilla_
Mediocentro;Daniel Mesonero;España;;30;03/09/2005;real_madrid_b_castilla_
Mediocentro ofensivo;César Palacios;España;;10;11/11/2004;real_madrid_b_castilla_
Mediocentro ofensivo;Pol Fortuny;España;;20;11/03/2005;real_madrid_b_castilla_
Mediocentro ofensivo;Bruno Iglesias;España;;11;01/05/2003;real_madrid_b_castilla_
Mediocentro ofensivo;Gabri Castrelo;España;;33;04/08/2006;real_madrid_b_castilla_
Extremo izquierdo;Hugo de Llanos;España;;22;18/03/2005;real_madrid_b_castilla_
Extremo izquierdo;Alexis Ciria;España;;47;04/01/2008;real_madrid_b_castilla_
Extremo derecho;Daniel Yáñez;España;;7;28/03/2007;real_madrid_b_castilla_
Extremo derecho;Álvaro Ginés;España;;37;15/03/2005;real_madrid_b_castilla_
Mediapunta;Álvaro Leiva;España;;39;28/12/2004;real_madrid_b_castilla_
Delantero centro;Adrián Arnu;España;;49;04/03/2007;real_madrid_b_castilla_
Delantero centro;Loren Zúñiga;Guinea Ecuatorial;España;9;18/01/2003;real_madrid_b_castilla_
Delantero centro;Rachad Fettal;España;Marruecos;18;16/01/2005;real_madrid_b_castilla_
Delantero centro;Jacobo Ortega;España;;29;29/05/2006;real_madrid_b_castilla_
Portero;Mikel Santos;España;;13;01/11/2004;athletic_bilbao_b
Portero;Iker Galindo;España;;27;22/07/2004;athletic_bilbao_b
Portero;Eric Gamen;España;;1;21/04/2004;athletic_bilbao_b
Defensa central;Iker Monreal;España;;28;03/07/2005;athletic_bilbao_b
Defensa central;Jon de Luis;España;;3;05/08/2003;athletic_bilbao_b
Defensa central;Aimar Duñabeitia;España;;4;26/02/2003;athletic_bilbao_b
Defensa central;Ander Izagirre;España;;14;28/06/2003;athletic_bilbao_b
Lateral izquierdo;Miguel Barandalla;España;;12;24/03/2004;athletic_bilbao_b
Lateral derecho;Xabi Irurita;España;;2;02/01/2002;athletic_bilbao_b
Lateral derecho;Iker Alday;España;;15;23/06/2003;athletic_bilbao_b
Lateral derecho;Johaneko Louis-Jean;Francia;;19;28/06/2004;athletic_bilbao_b
Mediocentro;Eder García;España;;18;04/01/2004;athletic_bilbao_b
Mediocentro;Manex Gibelalde;España;;6;22/04/2004;athletic_bilbao_b
Mediocentro;Eñaut Lete;España;;8;08/06/2004;athletic_bilbao_b
Mediocentro;Beñat García;España;;21;21/01/2007;athletic_bilbao_b
Mediocentro;Javi Sola;España;;26;04/10/2005;athletic_bilbao_b
Mediocentro;Gaizka Alboniga-Menor;España;;30;14/03/2005;athletic_bilbao_b
Mediocentro ofensivo;Efe Korkut;Turquía;Alemania;20;23/06/2006;athletic_bilbao_b
Mediocentro ofensivo;Ibon Sánchez;España;;10;08/03/2004;athletic_bilbao_b
Extremo izquierdo;Elijah Gift;España;Cuba;23;11/06/2006;athletic_bilbao_b
Extremo izquierdo;Aritz Conde;España;;31;14/10/2005;athletic_bilbao_b
Extremo derecho;Adrián Pérez;España;;22;25/10/2006;athletic_bilbao_b
Extremo derecho;Endika Buján;España;;11;16/01/2003;athletic_bilbao_b
Extremo derecho;Peio Huestamendia;España;;17;08/11/2006;athletic_bilbao_b
Delantero centro;Asier Hierro;España;;7;06/05/2005;athletic_bilbao_b
Delantero centro;Ibai Sanz;España;;9;13/08/2003;athletic_bilbao_b
Portero;Dani Martín;España;;1;08/07/1998;cd_teneriffa
Portero;Gabriel De Vuyst;España;Bélgica;13;06/07/2004;cd_teneriffa
Defensa central;Anthony Landázuri;Ecuador;;12;19/04/1997;cd_teneriffa
Defensa central;Antal Yaakobishvili;Hungría;Georgia;5;12/07/2004;cd_teneriffa
Defensa central;José León;España;;4;03/02/1995;cd_teneriffa
Defensa central;Facundo Agüero;Argentina;Italia;3;21/01/1995;cd_teneriffa
Lateral izquierdo;Marc Mateu;España;;21;16/06/1990;cd_teneriffa
Lateral derecho;David Rodríguez;España;;2;26/06/2000;cd_teneriffa
Lateral derecho;César Álvarez;España;;19;15/04/2003;cd_teneriffa
Mediocentro;Juanjo Sánchez;España;;6;22/03/2000;cd_teneriffa
Mediocentro;Javi Pérez;España;;8;14/08/1995;cd_teneriffa
Mediocentro;Fabricio;Brasil;;15;27/01/1998;cd_teneriffa
Mediocentro;Alberto Ulloa;España;Chile;27;30/09/2003;cd_teneriffa
Mediocentro;Aitor Sanz;España;;16;13/09/1984;cd_teneriffa
Mediocentro ofensivo;Dani Fernández;España;;29;26/01/2008;cd_teneriffa
Mediocentro ofensivo;Cris Montes;España;;7;10/08/1997;cd_teneriffa
Mediocentro ofensivo;Maikel Mesa;España;;11;04/06/1991;cd_teneriffa
Extremo izquierdo;Nacho Gil;España;;10;09/09/1995;cd_teneriffa
Extremo izquierdo;Alassan Manjam;Guinea-Bissau;España;20;12/09/2002;cd_teneriffa
Extremo izquierdo;Jeremy Jorge;España;;23;09/02/2003;cd_teneriffa
Extremo derecho;Iván Chapela;España;;24;21/05/1999;cd_teneriffa
Delantero centro;Jesús de Miguel;España;;9;21/09/1996;cd_teneriffa
Delantero centro;Gastón Valles;Uruguay;;22;10/05/2001;cd_teneriffa
Delantero centro;Mahamadou Baldé;España;Senegal;17;01/01/2004;cd_teneriffa
Delantero centro;Fran Sabina;España;;28;22/09/2003;cd_teneriffa
Delantero centro;Noel López;España;;14;17/03/2003;cd_teneriffa
Delantero centro;Enric Gallego;España;;18;12/09/1986;cd_teneriffa
Portero;Dimitrios Stamatakis;Grecia;;1;23/04/2003;ca_osasuna_b
Portero;Rafa Fernández;España;;13;02/05/2004;ca_osasuna_b
Defensa central;Diego Espejo;España;;4;18/08/2002;ca_osasuna_b
Defensa central;Anton Efremov;Rusia;;15;11/06/2003;ca_osasuna_b
Defensa central;Unai Santos;España;;5;03/11/2005;ca_osasuna_b
Defensa central;Mikel Serrano;España;;23;16/06/2003;ca_osasuna_b
Defensa central;Álex Jimenez;España;;3;19/04/2005;ca_osasuna_b
Lateral izquierdo;Raúl Chasco;España;;21;13/09/2003;ca_osasuna_b
Lateral izquierdo;Asier Larrión;España;;22;26/06/2006;ca_osasuna_b
Lateral izquierdo;Ander Alonso;España;;29;30/01/2007;ca_osasuna_b
Lateral derecho;Iñigo Arguibide;España;;2;19/04/2005;ca_osasuna_b
Lateral derecho;Rufino Lucero;Argentina;;12;01/02/2002;ca_osasuna_b
Lateral derecho;Mikel Ansó;España;;30;01/01/2004;ca_osasuna_b
Lateral derecho;Kepa Sarango;España;;36;07/06/2007;ca_osasuna_b
Mediocentro;Asier Osambela;España;;24;30/10/2004;ca_osasuna_b
Mediocentro;Jon García;España;;14;28/01/2003;ca_osasuna_b
Mediocentro;Mauro Echegoyen;España;;6;03/03/2005;ca_osasuna_b
Mediocentro;Ibai Arrasate;España;;34;01/01/2004;ca_osasuna_b
Mediocentro;Bruno Pérez;España;;20;24/04/2005;ca_osasuna_b
Mediocentro;Xabi Garin;España;;26;10/04/2007;ca_osasuna_b
Mediocentro ofensivo;Manu Rico;España;;10;11/01/2003;ca_osasuna_b
Mediocentro ofensivo;Miguel Auría;España;;16;06/04/2005;ca_osasuna_b
Extremo izquierdo;Ander Yoldi;España;;8;09/09/2000;ca_osasuna_b
Delantero centro;Roberto Arroyo;España;;17;25/08/2003;ca_osasuna_b
Delantero centro;Asier Bonel;España;;19;17/01/2008;ca_osasuna_b
Delantero centro;Martin Pedroarena;España;;11;18/08/2003;ca_osasuna_b
Delantero centro;Carlos Lumbreras;España;;7;20/02/2005;ca_osasuna_b
Delantero centro;Dani González;España;;9;18/03/2002;ca_osasuna_b
Portero;Miquel Parera;España;;1;18/05/1996;racing_ferrol
Portero;César Fernández;España;;13;28/01/2004;racing_ferrol
Portero;Lucas Díaz;España;Suiza;25;10/05/1996;racing_ferrol
Defensa central;Edgar Pujol;República Dominicana;España;3;07/08/2004;racing_ferrol
Defensa central;Álex Zalaya;España;;15;29/04/1998;racing_ferrol
Defensa central;Markel Artetxe;España;;4;23/03/1999;racing_ferrol
Defensa central;Chema Rodríguez;España;;12;03/03/1992;racing_ferrol
Lateral izquierdo;Álvaro Ramón;España;;17;06/04/2000;racing_ferrol
Lateral izquierdo;Saúl García;España;;16;09/11/1994;racing_ferrol
Lateral derecho;Miguel Leal;España;;2;01/02/1997;racing_ferrol
Lateral derecho;Alvaro Mardones;España;;22;23/10/2005;racing_ferrol
Mediocentro;Fabio González;España;;6;12/02/1997;racing_ferrol
Mediocentro;Ander Gorostidi;España;;8;23/02/1996;racing_ferrol
Mediocentro;Sergio Tejera;España;;14;28/05/1990;racing_ferrol
Mediocentro ofensivo;Pascu;España;;10;02/04/2000;racing_ferrol
Mediocentro ofensivo;Jairo Noriega;España;;5;14/08/2003;racing_ferrol
Extremo izquierdo;Raúl Dacosta;España;;11;26/01/2002;racing_ferrol
Extremo izquierdo;Álvaro Juan;España;;7;20/10/1999;racing_ferrol
Extremo izquierdo;Azael García;España;;24;25/04/2004;racing_ferrol
Extremo derecho;David Concha;España;;18;20/11/1996;racing_ferrol
Delantero centro;Antón Escobar;España;;9;16/06/1998;racing_ferrol
