pos;name;pais1;pais2;num;edad;team_name
Pivote;Hakim Sahabo;Ruanda;Bélgica;80;16/06/2005;aek_athenas
Pivote;Jens Jönsson;Dinamarca;;6;10/01/1993;aek_athenas
Mediocentro;Orbelín Pineda;México;;13;24/03/1996;aek_athenas
Mediocentro;Răzvan Marin;Rumania;;18;23/05/1996;aek_athenas
Mediocentro;Robert Ljubicic;Croacia;Austria;23;14/07/1999;aek_athenas
Mediocentro;Roberto Pereyra;Argentina;;37;07/01/1991;aek_athenas
Interior derecho;Niclas Eliasson;Suecia;Brasil;19;07/12/1995;aek_athenas
Mediocentro ofensivo;Mijat Gacinovic;Serbia;Bosnia y Herzegovina;8;08/02/1995;aek_athenas
Mediocentro ofensivo;João Mário;Portugal;Angola;10;19/01/1993;aek_athenas
Mediocentro ofensivo;Dimitrios Kaloskamis;Grecia;;17;01/03/2005;aek_athenas
Mediocentro ofensivo;Petros Mantalos;Grecia;;20;31/08/1991;aek_athenas
Extremo izquierdo;Aboubakary Koita;Mauritania;Bélgica;11;20/09/1998;aek_athenas
Extremo izquierdo;Dereck Kutesa;Suiza;Angola;7;06/12/1997;aek_athenas
Delantero centro;Luka Jović;Serbia;Bosnia y Herzegovina;9;23/12/1997;aek_athenas
Delantero centro;Barnabás Varga;Hungría;;25;25/10/1994;aek_athenas
Delantero centro;Zini;Angola;;90;03/07/2002;aek_athenas
Portero;Konstantinos Tzolakis;Grecia;;88;08/11/2002;olympiacos_el_pireo
Portero;Alexandros Paschalakis;Grecia;;1;28/07/1989;olympiacos_el_pireo
Portero;Nikolaos Botis;Grecia;;31;31/03/2004;olympiacos_el_pireo
Portero;Georgios Kouraklis;Grecia;;61;18/03/2006;olympiacos_el_pireo
Defensa central;Lorenzo Pirola;Italia;;5;20/02/2002;olympiacos_el_pireo
Defensa central;Panagiotis Retsos;Grecia;;45;09/08/1998;olympiacos_el_pireo
Defensa central;Giulian Biancone;Francia;;4;31/03/2000;olympiacos_el_pireo
Defensa central;Alexios Kalogeropoulos;Grecia;;6;26/07/2004;olympiacos_el_pireo
Defensa central;Rúben Vezo;Portugal;Cabo Verde;21;25/04/1994;olympiacos_el_pireo
Lateral izquierdo;Francisco Ortega;Argentina;;3;19/03/1999;olympiacos_el_pireo
Lateral izquierdo;Bruno Onyemaechi;Nigeria;;70;03/04/1999;olympiacos_el_pireo
Lateral derecho;Costinha;Portugal;;20;26/03/2000;olympiacos_el_pireo
Lateral derecho;Rodinei;Brasil;;23;29/01/1992;olympiacos_el_pireo
Pivote;Santiago Hezze;Argentina;Polonia;32;22/10/2001;olympiacos_el_pireo
Pivote;Lorenzo Scipioni;Argentina;Italia;16;24/11/2004;olympiacos_el_pireo
Pivote;Theofanis Bakoulas;Grecia;;-;04/01/2005;olympiacos_el_pireo
Pivote;Dani García;España;;14;24/05/1990;olympiacos_el_pireo
Pivote;Argyrios Liatsikouras;Grecia;;67;20/12/2006;olympiacos_el_pireo
Mediocentro;Christos Mouzakitis;Grecia;;96;25/12/2006;olympiacos_el_pireo
Mediocentro;Diogo Nascimento;Portugal;;8;02/11/2002;olympiacos_el_pireo
Mediocentro ofensivo;Chiquinho;Portugal;;22;19/07/1995;olympiacos_el_pireo
Mediocentro ofensivo;Yusuf Yazıcı;Turquía;;97;29/01/1997;olympiacos_el_pireo
Extremo izquierdo;Daniel Podence;Portugal;;56;21/10/1995;olympiacos_el_pireo
Extremo derecho;André Luiz;Brasil;;17;23/02/2002;olympiacos_el_pireo
Extremo derecho;Gelson Martins;Portugal;Cabo Verde;10;11/05/1995;olympiacos_el_pireo
Delantero centro;Clayton;Brasil;;19;11/01/1999;olympiacos_el_pireo
Delantero centro;Ayoub El Kaabi;Marruecos;;9;25/06/1993;olympiacos_el_pireo
Delantero centro;Mehdi Taremi;Irán;;99;18/07/1992;olympiacos_el_pireo
Delantero centro;Konstantinos Angelakis;Grecia;;81;07/08/2007;olympiacos_el_pireo
Portero;Alban Lafont;Costa de Marfil;Francia;40;23/01/1999;panathinaikos_fc
Portero;Lucas Chaves;Argentina;;12;09/08/1995;panathinaikos_fc
Portero;Konstantinos Kotsaris;Grecia;;70;25/07/1996;panathinaikos_fc
Defensa central;Ahmed Touba;Argelia;Bélgica;5;13/03/1998;panathinaikos_fc
Defensa central;Tin Jedvaj;Croacia;;21;28/11/1995;panathinaikos_fc
Defensa central;Sverrir Ingi Ingason;Islandia;;15;05/08/1993;panathinaikos_fc
Defensa central;Erik Palmer-Brown;Estados Unidos;;14;24/04/1997;panathinaikos_fc
Defensa central;Georgios Katris;Grecia;;3;14/10/2005;panathinaikos_fc
Lateral izquierdo;Javi Hernández;España;;26;02/05/1998;panathinaikos_fc
Lateral izquierdo;Georgios Kyriakopoulos;Grecia;;77;05/02/1996;panathinaikos_fc
Lateral derecho;Davide Calabria;Italia;;2;06/12/1996;panathinaikos_fc
Lateral derecho;Giannis Kotsiras;Grecia;;27;16/12/1992;panathinaikos_fc
Pivote;Pedro Chirivella;España;;4;23/05/1997;panathinaikos_fc
Pivote;Manolis Siopis;Grecia;;6;14/05/1994;panathinaikos_fc
Mediocentro;Adam Gnezda Cerin;Eslovenia;;16;16/07/1999;panathinaikos_fc
Mediocentro;Renato Sanches;Portugal;Santo Tomé y Príncipe;8;18/08/1997;panathinaikos_fc
Mediocentro;Sotiris Kontouris;Grecia;;18;24/02/2005;panathinaikos_fc
Mediocentro;Tonny Vilhena;Países Bajos;Angola;52;03/01/1995;panathinaikos_fc
Mediocentro;Moussa Sissoko;Francia;Malí;17;16/08/1989;panathinaikos_fc
Interior izquierdo;Santino Andino;Argentina;Italia;10;25/10/2005;panathinaikos_fc
Mediocentro ofensivo;Adriano Jagusic;Croacia;;88;06/09/2005;panathinaikos_fc
Mediocentro ofensivo;Anastasios Bakasetas;Grecia;;11;28/06/1993;panathinaikos_fc
Mediocentro ofensivo;Vicente Taborda;Argentina;Italia;20;14/06/2001;panathinaikos_fc
Mediocentro ofensivo;Filip Djuricic;Serbia;;31;30/01/1992;panathinaikos_fc
Extremo izquierdo;Anass Zaroury;Marruecos;Bélgica;9;07/11/2000;panathinaikos_fc
Extremo derecho;Facundo Pellistri;Uruguay;España;28;20/12/2001;panathinaikos_fc
Extremo derecho;Pavlos Pantelidis;Grecia;;23;16/09/2002;panathinaikos_fc
Extremo derecho;Georgios Kyriopoulos;Grecia;;22;24/08/2004;panathinaikos_fc
Extremo derecho;Giannis Bokos;Grecia;;39;03/02/2007;panathinaikos_fc
Delantero centro;Karol Świderski;Polonia;;19;23/01/1997;panathinaikos_fc
Delantero centro;Cyriel Dessers;Nigeria;Bélgica;33;08/12/1994;panathinaikos_fc
Delantero centro;Andreas Tetteh;Grecia;Ghana;7;25/05/2001;panathinaikos_fc
Delantero centro;Milos Pantovic;Serbia;;72;24/08/2002;panathinaikos_fc
Portero;Alexander Schlager;Austria;;1;01/02/1996;red_bull_salzburgo
Portero;Christian Zawieschitzky;Austria;;52;02/05/2007;red_bull_salzburgo
Portero;Salko Hamzic;Austria;Bosnia y Herzegovina;92;17/09/2006;red_bull_salzburgo
Defensa central;Joane Gadou;Francia;Costa de Marfil;23;17/01/2007;red_bull_salzburgo
Defensa central;Jannik Schuster;Austria;;44;16/05/2006;red_bull_salzburgo
Defensa central;Tim Drexler;Alemania;;21;06/03/2005;red_bull_salzburgo
Defensa central;John Mellberg;Suecia;;4;30/07/2006;red_bull_salzburgo
Defensa central;Anrie Chase;Japón;Estados Unidos;91;24/03/2004;red_bull_salzburgo
Lateral izquierdo;Aleksa Terzic;Serbia;;3;17/08/1999;red_bull_salzburgo
Lateral izquierdo;Frans Krätzig;Alemania;;13;14/01/2003;red_bull_salzburgo
Lateral derecho;Tim Trummer;Austria;;37;10/11/2005;red_bull_salzburgo
Lateral derecho;Stefan Lainer;Austria;;22;27/08/1992;red_bull_salzburgo
Pivote;Soumaïla Diabaté;Malí;;5;22/11/2004;red_bull_salzburgo
Pivote;Mamady Diambou;Malí;;15;11/11/2002;red_bull_salzburgo
Pivote;Takumu Kawamura;Japón;;16;28/08/1999;red_bull_salzburgo
Mediocentro;Mads Bidstrup;Dinamarca;;18;25/02/2001;red_bull_salzburgo
Mediocentro;Maurits Kjaergaard;Dinamarca;;14;26/06/2003;red_bull_salzburgo
Mediocentro;Valentin Sulzbacher;Austria;;38;11/03/2005;red_bull_salzburgo
Mediocentro;Oliver Lukic;Croacia;Austria;25;22/09/2006;red_bull_salzburgo
Mediocentro;Justin Omoregie;Austria;;36;21/09/2003;red_bull_salzburgo
Interior derecho;Sota Kitano;Japón;;8;13/08/2004;red_bull_salzburgo
Extremo izquierdo;Kerim Alajbegovic;Bosnia y Herzegovina;Alemania;27;21/09/2007;red_bull_salzburgo
