pos;name;pais1;pais2;num;edad;team_name
Mediocentro;Hugo Larsson;Suecia;;16;27/06/2004;eintracht_frankfurt
Mediocentro;Oscar Højlund;Dinamarca;;6;04/01/2005;eintracht_frankfurt
Mediocentro;Mahmoud Dahoud;Siria;Alemania;18;01/01/1996;eintracht_frankfurt
Mediocentro ofensivo;Can Uzun;Turquía;Alemania;42;11/11/2005;eintracht_frankfurt
Mediocentro ofensivo;Farès Chaïbi;Argelia;Francia;8;28/11/2002;eintracht_frankfurt
Mediocentro ofensivo;Love Arrhov;Suecia;;31;17/05/2008;eintracht_frankfurt
Mediocentro ofensivo;Mario Götze;Alemania;;27;03/06/1992;eintracht_frankfurt
Extremo izquierdo;Jean-Mattéo Bahoya;Francia;Camerún;19;07/05/2005;eintracht_frankfurt
Extremo derecho;Ritsu Doan;Japón;;20;16/06/1998;eintracht_frankfurt
Extremo derecho;Ansgar Knauff;Alemania;Ghana;7;10/01/2002;eintracht_frankfurt
Extremo derecho;Ayoube Amaimouni-Echghouyab;Marruecos;España;29;30/11/2004;eintracht_frankfurt
Delantero centro;Jonathan Burkardt;Alemania;;9;11/07/2000;eintracht_frankfurt
Delantero centro;Arnaud Kalimuendo;Francia;RD del Congo;25;20/01/2002;eintracht_frankfurt
Delantero centro;Younes Ebnoutalib;Alemania;Marruecos;11;13/09/2003;eintracht_frankfurt
Delantero centro;Michy Batshuayi;Bélgica;RD del Congo;30;02/10/1993;eintracht_frankfurt
Portero;Alexander Nübel;Alemania;;33;30/09/1996;vfb_stuttgart
Portero;Florian Hellstern;Alemania;;44;18/10/2007;vfb_stuttgart
Portero;Fabian Bredlow;Alemania;;1;02/03/1995;vfb_stuttgart
Portero;Stefan Drljaca;Alemania;Serbia;21;20/04/1999;vfb_stuttgart
Defensa central;Finn Jeltsch;Alemania;;29;17/07/2006;vfb_stuttgart
Defensa central;Ramon Hendriks;Países Bajos;;3;18/07/2001;vfb_stuttgart
Defensa central;Jeff Chabot;Alemania;Francia;24;12/02/1998;vfb_stuttgart
Defensa central;Luca Jaquez;Suiza;República Dominicana;14;02/06/2003;vfb_stuttgart
Defensa central;Ameen Al-Dakhil;Bélgica;Irak;2;06/03/2002;vfb_stuttgart
Defensa central;Dan-Axel Zagadou;Francia;Costa de Marfil;23;03/06/1999;vfb_stuttgart
Lateral izquierdo;Maximilian Mittelstädt;Alemania;;7;18/03/1997;vfb_stuttgart
Lateral derecho;Josha Vagnoman;Alemania;Costa de Marfil;4;11/12/2000;vfb_stuttgart
Lateral derecho;Lorenz Assignon;Francia;Togo;22;22/06/2000;vfb_stuttgart
Lateral derecho;Pascal Stenzel;Alemania;;15;20/03/1996;vfb_stuttgart
Pivote;Angelo Stiller;Alemania;;6;04/04/2001;vfb_stuttgart
Pivote;Chema Andrés;España;;30;25/04/2005;vfb_stuttgart
Pivote;Atakan Karazor;Turquía;Alemania;16;13/10/1996;vfb_stuttgart
Pivote;Mirza Catovic;Alemania;Serbia;35;01/05/2007;vfb_stuttgart
Mediocentro;Nikolas Nartey;Dinamarca;Ghana;28;22/02/2000;vfb_stuttgart
Mediocentro ofensivo;Bilal El Khannouss;Marruecos;Bélgica;11;10/05/2004;vfb_stuttgart
Extremo izquierdo;Chris Führich;Alemania;;10;09/01/1998;vfb_stuttgart
Extremo izquierdo;Justin Diehl;Alemania;Ghana;17;27/11/2004;vfb_stuttgart
Extremo derecho;Jamie Leweling;Alemania;Ghana;18;26/02/2001;vfb_stuttgart
Extremo derecho;Badredine Bouanani;Argelia;Francia;27;08/12/2004;vfb_stuttgart
Extremo derecho;Lazar Jovanovic;Serbia;;45;30/11/2006;vfb_stuttgart
Extremo derecho;Noah Darvich;Alemania;;19;25/09/2006;vfb_stuttgart
Delantero centro;Ermedin Demirovic;Bosnia y Herzegovina;;9;25/03/1998;vfb_stuttgart
Delantero centro;Deniz Undav;Alemania;;26;19/07/1996;vfb_stuttgart
