pos;name;pais1;pais2;num;edad;team_name
Delantero centro;Rodrigo Escudero;España;;9;31/03/1994;ce_sabadell
Portero;Ramón Juan;España;;1;10/12/1999;ud_ibiza
Portero;Tao Paradowski;Francia;Reunión;13;27/02/2005;ud_ibiza
Portero;Cristian Torrelavid;España;;25;01/01/2004;ud_ibiza
Defensa central;Eric Monjonell;España;;4;06/12/2001;ud_ibiza
Defensa central;Manu Pedreño;España;;16;09/10/2000;ud_ibiza
Defensa central;Iago Indias;España;;18;03/01/1996;ud_ibiza
Defensa central;Nacho González;España;;5;08/12/1994;ud_ibiza
Defensa central;Yann Kembo;Francia;RD del Congo;21;20/03/2002;ud_ibiza
Lateral izquierdo;Arnau Solà;España;;22;04/04/2003;ud_ibiza
Lateral izquierdo;José Albert;España;;3;01/12/2003;ud_ibiza
Lateral derecho;Sergio Diez;España;;2;28/07/2003;ud_ibiza
Lateral derecho;Unai Medina;España;;17;16/02/1990;ud_ibiza
Mediocentro;Théo Valls;Francia;;24;18/12/1995;ud_ibiza
Mediocentro;David del Pozo;España;;6;05/06/1997;ud_ibiza
Mediocentro;Fran Castillo;España;;11;30/01/1997;ud_ibiza
Mediocentro;Iván del Olmo;España;;8;17/02/2004;ud_ibiza
Mediocentro ofensivo;David García;España;;12;15/09/2003;ud_ibiza
Extremo izquierdo;Bebé;Cabo Verde;Portugal;7;12/07/1990;ud_ibiza
Extremo derecho;Georges Nsukula;Francia;RD del Congo;14;15/02/2003;ud_ibiza
Extremo derecho;Izan Yurrieta;España;;28;07/01/2003;ud_ibiza
Extremo derecho;João Fersura;Brasil;;-;20/04/2005;ud_ibiza
Delantero centro;Davo;España;;9;02/09/2000;ud_ibiza
Delantero centro;Max Svensson;España;Suecia;10;08/11/2001;ud_ibiza
Delantero centro;Javi Eslava;España;;19;14/06/1996;ud_ibiza
Portero;Dani Rebollo;España;;1;10/12/1999;gimnastic_de_tarragona
Portero;Toni Fuidias;España;;13;15/04/2001;gimnastic_de_tarragona
Portero;Eduardo Esteves;Portugal;;26;15/03/2003;gimnastic_de_tarragona
Defensa central;César Morgado;España;;-;26/01/1993;gimnastic_de_tarragona
Defensa central;David Alba;España;;4;05/05/1999;gimnastic_de_tarragona
Defensa central;Hugo Pérez;España;;22;16/12/2002;gimnastic_de_tarragona
Defensa central;Álvaro García;España;;-;01/06/2000;gimnastic_de_tarragona
Defensa central;Enric Pujol;España;;21;19/05/2006;gimnastic_de_tarragona
Defensa central;Pedro Alcalá;España;;5;19/03/1989;gimnastic_de_tarragona
Lateral izquierdo;Ander Zoilo;España;;3;14/02/2000;gimnastic_de_tarragona
Lateral izquierdo;Moi Delgado;España;;16;18/04/1994;gimnastic_de_tarragona
Lateral derecho;Sergio Camus;España;;2;19/04/1997;gimnastic_de_tarragona
Lateral derecho;Sergio Santos;España;;20;03/01/2001;gimnastic_de_tarragona
