pos;name;pais1;pais2;num;edad;team_name
Delantero centro;Cherif Ndiaye;Senegal;;19;23/01/1996;samsunspor
Delantero centro;Marius Mouandilmadji;Chad;;9;22/01/1998;samsunspor
Delantero centro;Ebrima Ceesay;Gambia;;99;01/06/2006;samsunspor
Portero;Yahia Fofana;Costa de Marfil;Francia;75;21/08/2000;caykur_rizespor
Portero;Erdem Canpolat;Turquía;Alemania;1;13/04/2001;caykur_rizespor
Portero;Efe Doğan;Turquía;;35;20/08/2004;caykur_rizespor
Defensa central;Attila Mocsi;Hungría;;4;29/05/2000;caykur_rizespor
Defensa central;Modibo Sagnan;Malí;Francia;27;14/04/1999;caykur_rizespor
Defensa central;Khusniddin Alikulov;Uzbekistán;;2;04/04/1999;caykur_rizespor
Defensa central;Samet Akaydin;Turquía;;3;13/03/1994;caykur_rizespor
Defensa central;Emir Ortakaya;Turquía;;65;22/06/2004;caykur_rizespor
Lateral izquierdo;Mithat Pala;Turquía;;54;15/08/2000;caykur_rizespor
Lateral izquierdo;Casper Højer;Dinamarca;;5;20/11/1994;caykur_rizespor
Lateral derecho;Taha Şahin;Turquía;;37;22/10/2000;caykur_rizespor
Lateral derecho;Furkan Orak;Turquía;;70;28/05/2001;caykur_rizespor
Pivote;Giannis Papanikolaou;Grecia;;6;18/11/1998;caykur_rizespor
Pivote;Taylan Antalyalı;Turquía;;14;08/01/1995;caykur_rizespor
Mediocentro;Qazim Laci;Albania;Grecia;20;19/01/1996;caykur_rizespor
Mediocentro;Ibrahim Olawoyin;Nigeria;;10;01/12/1997;caykur_rizespor
Mediocentro;Muhamed Buljubasic;Bosnia y Herzegovina;;18;04/07/2004;caykur_rizespor
Extremo izquierdo;Valentin Mihăilă;Rumania;;7;02/02/2000;caykur_rizespor
Extremo izquierdo;Altin Zeqiri;Kosovo;Finlandia;77;18/07/2000;caykur_rizespor
Extremo izquierdo;Emrecan Bulut;Turquía;;99;26/11/2002;caykur_rizespor
Extremo derecho;Adedire Mebude;Escocia;Nigeria;17;28/05/2004;caykur_rizespor
Extremo derecho;Loide Augusto;Angola;;50;26/02/2000;caykur_rizespor
Delantero centro;Frantzdy Pierrot;Haití;Estados Unidos;19;29/03/1995;caykur_rizespor
Delantero centro;Ali Sowe;Gambia;Italia;9;14/06/1994;caykur_rizespor
Delantero centro;Halil Dervişoğlu;Turquía;Países Bajos;11;08/12/1999;caykur_rizespor
Portero;Deniz Ertaş;Turquía;Moldavia;1;20/03/2005;konyaspor
Portero;Bahadır Güngördü;Turquía;;13;16/01/1996;konyaspor
Portero;Egemen Aydın;Turquía;;29;12/05/2007;konyaspor
Defensa central;Adamo Nagalo;Burkina Faso;Costa de Marfil;39;22/09/2002;konyaspor
Defensa central;Riechedly Bazoer;Curazao;Países Bajos;20;12/10/1996;konyaspor
Defensa central;Adil Demirbağ;Turquía;;4;10/12/1997;konyaspor
Defensa central;Rayyan Baniya;Turquía;Italia;22;18/02/1999;konyaspor
Defensa central;Uğurcan Yazğılı;Turquía;;5;09/04/1999;konyaspor
