pos;name;pais1;pais2;num;edad;team_name
Mediocentro ofensivo;Jens Toornstra;Países Bajos;;-;04/04/1989;sparta_rotterdam
Extremo izquierdo;Shunsuke Mito;Japón;;-;28/09/2002;sparta_rotterdam
Extremo derecho;Casper Terho;Finlandia;;-;24/06/2003;sparta_rotterdam
Extremo derecho;Mitchell van Bergen;Países Bajos;;-;27/08/1999;sparta_rotterdam
Delantero centro;Tobias Lauritsen;Noruega;;-;30/08/1997;sparta_rotterdam
Delantero centro;Milan Zonneveld;Países Bajos;;-;08/10/2003;sparta_rotterdam
Portero;Jasper Schendelaar;Países Bajos;;1;02/09/2000;pec_zwolle
Portero;Tom de Graaff;Países Bajos;;16;10/12/2004;pec_zwolle
Portero;Duke Verduin;Países Bajos;;41;30/10/2003;pec_zwolle
Defensa central;Anselmo García MacNulty;Irlanda;España;4;19/02/2003;pec_zwolle
Defensa central;Simon Graves;Dinamarca;;28;22/05/1999;pec_zwolle
Defensa central;Tijs Velthuis;Países Bajos;;5;12/01/2002;pec_zwolle
Defensa central;Damian van der Haar;Países Bajos;;33;16/01/2004;pec_zwolle
Lateral izquierdo;Sherel Floranus;Curazao;Países Bajos;2;23/08/1998;pec_zwolle
Lateral derecho;Tristan Gooijer;Países Bajos;;6;02/09/2004;pec_zwolle
Lateral derecho;Olivier Aertssen;Países Bajos;;3;07/08/2004;pec_zwolle
Lateral derecho;David Voute;Países Bajos;Estados Unidos;39;04/11/2005;pec_zwolle
